Account,User Name,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Views,Like and View Counts Disabled,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Overperforming Score (weighted  —  Likes 1x Comments 1x ),Description_Translated,Description_Sentiment,Image_Text_Translated,Image_Text_Sentiment
Jose Vasconcelos Viana,josevasconcelosviana,,2022-12-20 05:29:38 EST,2022-12-20,05:29:38,Photo,71,66,5,0,False,https://www.instagram.com/p/CmYu2rXucAt/,https://www.instagram.com/p/CmYu2rXucAt/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/320753040_1813872898968799_3639916514884021537_n.webp?stp=dst-jpg&_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=fluSiGGmVgoAX_XGIgX&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDv_e8TBRKCrvcA5gsUQdet6cCMhCHZ_8ePMxKF2bmjsg&oe=63BF9EDF,,"BOM DIA! NÃO MERECEMOS ISSO!
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes",José Vasconcelos Viana @va... Bom dia para o povo guerreiro que acorda cedo e trabalha. 1min Esse povo não merece saber que um criminoso como Sérgio Cabral está em um apartamento de luxo em Copacabana. O BRASIL NÃO MERECE ISSO. #cabral #OLadraoNaoVaiSubirARampa,,,-4.34,"GOOD MORNING!We don't deserve it!
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#AlexandreDeMoraes #moraes #Alexandre #UrnaSelectronicséFraude #Manifestations #GrevedCaminhoes #Alladossantos #Foraxandão #Lula #Bolsonaro #copadomundo #haddad #Pauloges",0.639,José Vasconcelos Viana @va ... Good morning to the warrior people who wake up early and works.1min These people do not deserve to know that a criminal like Sérgio Cabral is in a luxury apartment in Copacabana.Brazil does not deserve this.#cabral #oladroovaisubirampa,0.25
Sergio Brucutu,sergio_brucutu,,2022-12-19 22:19:11 EST,2022-12-19,22:19:11,Album,213,175,38,2177,False,https://www.instagram.com/p/CmX9l6iKiAi/,https://www.instagram.com/p/CmX9l6iKiAi/,https://scontent-sea1-1.cdninstagram.com/v/t51.36329-15/320525917_563160525170374_6863640799292039716_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=4QWoJNVfhG8AX_bQRLa&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAlPhoGg2RozCCnAQUHdzCFNo2_4mYNYIGa7His6ont1A&oe=64954700,,"Voltando de Palmas, Tocantins, parada obrigatória na casa de Mestre Fumaça em Arraias - TÔ, Chapada dos Negros, reduto Quilombola tradicional do Cerrado. O Mestre nos levou pra seu ponto de cultura onde me deixou livre para escolher entre centenas de cabaças e vergas. Escolhi a cabaça e a verga e o disse que tinha certeza de que tinha casado a dupla no olho. Chegando em casa, depois de lixar e batizar a verga: Gunga Fumaça, fui conferir… entrei em breve transe. Ou seja , já é o gunga oficial da bateria que irei utilizar para a faixa em homenagem a Capoeira de Santo Amaro e na faixa em homenagem aos compositores capixabas: mestre @antoniocarlosamanciopereira & @mestresapeba 

Próximo trabalho em parceria com Mestre @skisyto & Mestre @nego.bentoc nego.bentoc 

Obrigado Mestre Fumaça @fumacaquilombola",,,,1.21,"Returning from Palmas, Tocantins, mandatory stop at Mestre Fumaça's house in Arrays - Tô, Chapada dos Negros, traditional quilombola stronghold of the Cerrado.The master took us to his culture point where he left me free to choose from hundreds of gourds and liberties.I chose the gourd and the lintel and said it he was sure he had married the duo in his eye.Arriving home, after sanding and baptizing the lintel: Gunga smoke, I went to check… I entered soon trance.In other words, it is already the official drums that I will use for the track in honor of Capoeira de Santo Amaro and in the track in honor of the composers of Espírito Santo: master @antoniocarlosamaniopereira & @mestresapeba

Next work in partnership with master @skisyto & master @nego.bentoc nego.bentoc

Thank you master smoke @fumacaquilombola",0.9201,Nan,0.0
Josafá Ramos,josafarramos,,2022-12-19 19:46:41 EST,2022-12-19,19:46:41,Album,20,20,0,25,False,https://www.instagram.com/p/CmXsJAnOiOY/,https://www.instagram.com/p/CmXsJAnOiOY/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/321059549_485793690306444_2354373920058206177_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=1f2CTf9AQg0AX9G5kWY&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCIB-YIC-lth2mEpb5hyzexAGaCveD5PK-liqHzQAO4Ow&oe=63F40496,,"Impressionante a criançada…
Tem casos em que os pais não conseguem jeito de evitar os pequenos, que também querem estar no estilo 🔝.",,,,-5.4,"Impressive the kids ...
There are cases where parents can't avoid the little ones, who also want to be in the style 🔝.",0.7918,Nan,0.0
Jose Vasconcelos Viana,josevasconcelosviana,,2022-12-19 19:23:04 EST,2022-12-19,19:23:04,Photo,269,235,34,0,False,https://www.instagram.com/p/CmXpb-NMs12/,https://www.instagram.com/p/CmXpb-NMs12/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/320488692_539285551424783_5083654035859454978_n.webp?stp=dst-jpg&_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=wPNlRoGwhYIAX9sh2b2&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCPNd5RE2g5Vast18zGHxaHU_df8rrBBVR30zt5Egnesw&oe=63C07AE1,,"PAGAREMOS A CONTA!
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes","POLÍTICA OPINIÃO JOSÉ VASCONCELOS VIANA ""CABRAL VIVERÁ COMO REI EM COPACABANA, ENQUANTO o POVO CHORA POR MAIS UMA INJUSTIÇA COMETIDA PELO STF. ESSE É o NOVO BRASIL"" PORTAL JVV NOTÍCIAS SIGA @JVVNEWS NAS REDES SOCIAIS. ACESSE WWW.JVVNEWS.COM.BR",,,-1.14,"We will pay the bill!
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#AlexandreDeMoraes #moraes #Alexandre #UrnaSelectronicséFraude #Manifestations #GrevedCaminhoes #Alladossantos #Foraxandão #Lula #Bolsonaro #copadomundo #haddad #Pauloges",-0.1759,"Politics JOSÉ VASCONCELOS VIANA ""CABRAL will live as a king in Copacabana, while the people cry for another injustice committed by the STF. This is the new Brazil"" Portal JVV News Siga @jvvNews on social networks.Visit www.jvvnews.com.br",-0.6908
SARGENTO RODRIGUES,sargentorodriguesoficial,22588.0,2022-12-19 18:54:37 EST,2022-12-19,18:54:37,Album,"1,066",958,108,0,False,https://www.instagram.com/p/CmXmLnLr1eH/,https://www.instagram.com/p/CmXmLnLr1eH/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/320921603_1248943018988174_1450397096048322005_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=h-Dbt6yWXE4AX9nqzFo&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBD3ejsTbrq-nShtE5rzl_SqLZr_QxEOP4u89l_4kdEzQ&oe=6497FCBA,,"Sargento Rodrigues já está diplomado deputado estadual pelo Tribunal Regional Eleitoral de Minas Gerais! Reeleito com 76.039 votos, vai exercer o sétimo mandato consecutivo, na 20ª Legislatura da Assembleia Legislativa de Minas Gerais. A cerimônia aconteceu nesta segunda-feira (19/12), na sala Minas Gerais, em Belo Horizonte. 

Em quase 24 anos de trabalho, são 73 leis aprovadas e inúmeras conquistas alcançadas em prol dos servidores da segurança pública, classe que representa, e de toda a sociedade mineira. “Agradeço, primeiramente, a Deus, por ter me permitido chegar até aqui; à minha família, pelo apoio constante e incondicional; aos meus eleitores, pela confiança renovada, e aos meus assessores e assessoras, parceiros fundamentais nessa trajetória. Recebo, com muita honra, novamente a missão de representá-los no parlamento mineiro e reafirmo o compromisso de fazer valer cada voto de confiança, trabalhando incansavelmente, com dedicação, seriedade e muito empenho”, agradeceu o deputado.",,,,1.79,"Sergeant Rodrigues is already graduated state deputy for the Regional Electoral Court of Minas Gerais!Reelected with 76,039 votes, will hold the seventh consecutive term, at the 20th Legislature of the Legislative Assembly of Minas Gerais.The ceremony took place this Monday (19/12), in the Minas Gerais room, in Belo Horizonte.

In almost 24 years of work, there are 73 laws approved and numerous achievements achieved in favor of public safety servants, a class that represents, and the whole of Minas Gerais society.“I thank God, first, for allowing me to get here;To my family, for the constant and unconditional support;To my voters, for renewed trust, and my advisors, fundamental partners in this trajectory.I receive, with great honor, again the mission of representing them in the Minas Gerais parliament and I reaffirm the commitment to enforce each vote of confidence, working tirelessly, with dedication, seriousness and much commitment, ”said the deputy.",0.9836,Nan,0.0
SARGENTO RODRIGUES,sargentorodriguesoficial,22588.0,2022-12-19 16:34:02 EST,2022-12-19,16:34:02,Photo,106,104,2,0,False,https://www.instagram.com/p/CmXWF8YvOYO/,https://www.instagram.com/p/CmXWF8YvOYO/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/320785655_1328846767882166_282222549661896055_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=WRPn60G7hTYAX-_whlL&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCvc1HLes015yB3hDezN7F278WDqrejUovM6CTkqOAxjQ&oe=63DD507E,,"#Repost @governomg with @use.repost
・・・
Atenção, atenção, última chamada para a oportunidade. 🚨 As inscrições para os concursos do Corpo de Bombeiro Militar de Minas Gerais terminam amanhã (20/12). 🗓️

No total, são 385 vagas com remuneração que varia entre R$ 4.360,83 e R$ 7.175,30. 🧑🏼‍🚒👨🏾‍🚒👩🏿‍🚒 As inscrições podem ser feitas pelo site do Instituto Brasileiro de Gestão e Pesquisa (IBGP). ✅ Não perca tempo: se inscreva e venha fazer parte deste time de heróis do qual todo mineiro se orgulha! 🔺😍

#MinasGerais #MG #GovernoDeMinas #Bombeiros #BombeirosMG #ConcursoPublico","ofl f/g governomg ÚLTIMA HAMADA BOM BEIRO INSCRIÇÕES PARA os CONCURSOS DO CORPO DE BOMBEIROS MILITAR MILITAR DE MINAS GERAIS SE ENCERRAM AMANHÃ, 20/12 MINAS GERAIS MINAS GOVERNO DIFERENT GERAIS ESTADO EFICIENTE.",,,-2.85,"#Repost @governomg with @use.repost
・ ・ ・
Attention, attention, last call to the opportunity.🚨 Registration for the contests of the Military Fire Department of Minas Gerais end tomorrow (12/20).🗓️

In total, there are 385 vacancies with remuneration ranging from R $ 4,360.83 to R $ 7,175.30.🧑🏼‍🚒👨🏾‍🚒👩🏿‍🚒 Registration can be made through the website of the Brazilian Institute of Management and Research (IBGP).✅ Do not waste time: Subscribe and come to be part of this team of heroes from which every miner is proud!🔺😍

#Minasgerals #mg #governodemines #bombeiros #bombeirosmg #concursopublico",0.7371,"OFL F/G Governoomg Last Hamada Bom Beiro Registration for the contests of the Military Military Fire Department of Minas Gerais are closed tomorrow, 20/12 Minas Gerais Minas Gerais Government Different Gerais Efficient State.",0.1027
Jose Vasconcelos Viana,josevasconcelosviana,,2022-12-19 15:59:36 EST,2022-12-19,15:59:36,Photo,172,149,23,0,False,https://www.instagram.com/p/CmXSJzxpZhc/,https://www.instagram.com/p/CmXSJzxpZhc/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/320593425_854125669072427_2728796434107799741_n.webp?stp=dst-jpg&_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=7XFW7baeMKcAX84amw2&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfB7cOFKunCa8dqBHOEkynJe04f__Uwg0wuu9gGhmgwnvg&oe=63C083C7,,"INACEITÁVEL!
.
.
.
.
.
.
.
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes","POLÍTICA OPINIÃO JVV ""AO TOMAR o LUGAR DO CONGRESSO PARA JULGAR PAUTAS REFERENTES AO ORÇAMENTO, STF SE COLOCA NA POSIÇÃO DE UMA INSTITUIÇÃO QUE PROMOVE A DITADURA DO JUDICIÁRIO"" PORTAL JVV NOTÍCIA SIGA @JVVNEWS NAS REDES SOCIAIS. ACESSE WWW.JVVNEWS.COM.BR",,,-1.79,"UNACCEPTABLE!
.
.
.
.
.
.
.
.
.
#AlexandreDeMoraes #moraes #Alexandre #UrnaSelectronicséFraude #Manifestations #GrevedCaminhoes #Alladossantos #Foraxandão #Lula #Bolsonaro #copadomundo #haddad #Pauloges",-0.6155,"Politics JVV Opinion ""When taking the place of Congress to judge budget guidelines, STF stands in the position of an institution that promotes the dictatorship of the Judiciary"" Portal JVV News siga @jvvNews on social networks.Visit www.jvvnews.com.br",0.34
Alan Diego Rodrigues,alandiego.rodrigues.3720,,2022-12-19 15:41:53 EST,2022-12-19,15:41:53,Video,42,11,31,1487,False,https://www.instagram.com/tv/CmXQGIoI01z/,https://www.instagram.com/tv/CmXQGIoI01z/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/320441045_497759609120234_8362052284588768856_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=eFGlbNX_GWsAX-_jNrt&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAUlSXRTjoPnatpwmNqPt-aItHCI_myzboBgvuyhkWADQ&oe=6495BB84,,"19Dez2022
Manifestantes querendo ouvir uma resposta",,,,2.47,"19 Dec 2022
Protesters wanting to hear an answer",-0.2263,Nan,0.0
Núbia Modista,nubiamodista,,2022-12-19 14:52:21 EST,2022-12-19,14:52:21,Photo,4,4,0,0,False,https://www.instagram.com/p/CmXKdMYPwyX/,https://www.instagram.com/p/CmXKdMYPwyX/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/320747789_5781997215251448_8418031412786513339_n.webp?stp=dst-jpg&_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=M7r5_GIwsOoAX-R8TE7&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAHIaFKnHTrwkuWkRMLBUt8UjG6iBUlRbUiSqOA3FJ71A&oe=6496CCC2,,,,,,-26.0,Nan,0.0,Nan,0.0
Núbia Modista,nubiamodista,,2022-12-19 12:14:35 EST,2022-12-19,12:14:35,Album,10,10,0,0,False,https://www.instagram.com/p/CmW4ZqwPPCp/,https://www.instagram.com/p/CmW4ZqwPPCp/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/320668981_469548598693993_464066076944878413_n.webp?stp=dst-jpg&_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=C5sltS-ITOEAX8lhwiv&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBhKgm4wj7IVAGNpML0ufke4-6JJAdZQu5vdeIYROJdfQ&oe=6493BC13,,"Ou ficar a pátria livre 
Ou morrer pelo Brasil 🇧🇷",,,,-13.5,"Or stay the homeland free
Or die for Brazil 🇧🇷",-0.1531,Nan,0.0
SARGENTO RODRIGUES,sargentorodriguesoficial,22588.0,2022-12-19 11:42:49 EST,2022-12-19,11:42:49,Photo,156,133,23,0,False,https://www.instagram.com/p/CmW0xGEpbXW/,https://www.instagram.com/p/CmW0xGEpbXW/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/320608023_3305612629708313_1805312484340859678_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=UO85M_mieI4AX-QFcGU&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAcLV3veMAqTJnHUavvC7Z0cSP9B-74WSy49OGxZfE9lQ&oe=63DD53BF,,"Em mais uma decisão política, o Supremo Tribunal Federal (STF) decidiu dispensar o papel do Congresso Nacional para aprovar proposta de emenda Constitucional que autorizasse o futuro governo a relativizar o Teto de Gastos para pagar os R$600 aos beneficiados do Auxílio Brasil (ou Bolsa Família).

De acordo com liminar concedida pelo ministro Gilmar Mendes, neste domingo (18), os recursos destinados a esse pagamento não apenas estão “fora do teto de gastos” como pode ser feita por decreto ou medida provisória de “abertura de crédito extraordinário”.

Fonte: @diariodopoder","DIÁRIO PODER DP QATAR2022 CLÁUDIO HUMBERTO OPINIÃO AMAZÔNIA POLÍTICA JUSTIÇA INTERNACIONAL POBDOIDADE BRASIL DIÁRIO MOTOR STF camarada anula Congresso, dispensa PEC e põe Bolsa Família fora do teto de gastos Decisão monocrática permite ao futuro governo ignorar limites constitucionais 19/12/20221: 04 Atualizado 19/12/2022 1:29 ACESSIBILIDADE Û decanodo",,,-1.94,"In another political decision, the Federal Supreme Court (STF) decided to dispense with the role of the National Congress to approve constitutional amendment proposal to authorize the future government to relativize the spending ceiling to pay the R $ 600 to the beneficiaries of Brazil aid (or scholarshipFamily).

According to an injunction granted by Minister Gilmar Mendes, this Sunday (18), the funds intended for this payment are not only “outside the spending ceiling” but can be made by decree or provisional measure of “Opening of Extraordinary Credit”.

Source: @diariodopoder",0.5423,"Daily Power DP Qatar2022 Claudio Humberto Opinion Amazonia Politics International Justice BRAZIL DIARY MOTOR STF ENLARES CONGRESS, DISPENSES PEC and PUT BOLA FAMILY OUT OF THE STATE OF SENSE MONOCRATIC DECISION Allows the future Government to ignore Constitutional Limits 19/12/20221: 04 Updated 19/12/2022 1:29 Accessibility û Decanode",0.2263
Jose Vasconcelos Viana,josevasconcelosviana,,2022-12-19 09:07:04 EST,2022-12-19,09:07:04,Photo,256,230,26,0,False,https://www.instagram.com/p/CmWi8QvMPDt/,https://www.instagram.com/p/CmWi8QvMPDt/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/321010409_117981251153906_827601965349989917_n.webp?stp=dst-jpg&_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=k9BPjfnQkAcAX9suWCD&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfB8S5SjPFZ01-9LgPhuzLPkLwfEwZfVQuCkdsH5JsBIOg&oe=63C0D94B,,"VIRAMOS VENEZUELA!
.
.
.
.
.
.
.
.
.
.
.
.
..
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes",OUTE José Vasconcelos Viana @va... o STF FECHOU o CONGRESSO NACIONAL. 1min Gilmar Mendes passa por cima da democracia e excluí Bolsa Família do do teto de gastos papel que seria dos deputados. VIRAMOS VENEZUELA! #OLadraoNaoSobeARampa #rampa #BolsonaroTemRazao,,,-1.2,"We became Venezuela!
.
.
.
.
.
.
.
.
.
.
.
.
..
.
.
#AlexandreDeMoraes #moraes #Alexandre #UrnaSelectronicséFraude #Manifestations #GrevedCaminhoes #Alladossantos #Foraxandão #Lula #Bolsonaro #copadomundo #haddad #Pauloges",0.0,JOSÉ VASCONCELOS VIANA @VA ... The STF closed the National Congress.1min Gilmar Mendes goes over democracy and excludes Bolsa Familia from the role spending ceiling that would be the deputies.We became Venezuela!#Oladrooosobeam to #mpa #bolSonarTemrazao,0.0
Leandro Alves,leandro__consultor_de_imoveis,,2022-12-18 20:38:55 EST,2022-12-18,20:38:55,Photo,1,1,0,0,False,https://www.instagram.com/p/CmVNUuluH6a/,https://www.instagram.com/p/CmVNUuluH6a/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/320877507_1103647516980621_8595507969920961228_n.webp?stp=dst-jpg&_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=ZasZG1cEFy8AX-XThvz&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAlMvuSwggEODxFaMWtCXRKHjUgPIc6q16H18vbG7awpQ&oe=64964BED,,,,,,-196.0,Nan,0.0,Nan,0.0
Jose Vasconcelos Viana,josevasconcelosviana,,2022-12-18 15:47:45 EST,2022-12-18,15:47:45,Photo,72,66,6,0,False,https://www.instagram.com/p/CmUsAFxJvbs/,https://www.instagram.com/p/CmUsAFxJvbs/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/320246666_125462883511215_8807359910476517576_n.webp?stp=dst-jpg&_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=SGDaqd20eGcAX_MfUau&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfD9xQNnp-pbG37B5uBRkmdYGnwXhx6Foea4w2XlVcFiUw&oe=63C01F02,,"LULA VAI QUEBRAR O BRASIL. HOJE, AO VIVO, ÀS 20 HORAS. LINK NA BIO.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes","PODCAST AGORA FALEI DOMINGO,18/12, ÀS 20 HORAS JOSÉ VIANA HÉLIO LIMA CÉSAR SANTANA O MINISTÉRIO DE LULA CAUSARÁ DANOS AOS BRASILEIROS? YOUTUBE.COM/AGORAFALEI",,,-4.28,"Lula will break Brazil.Today, live at 8 pm.Link in Bio.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#AlexandreDeMoraes #moraes #Alexandre #UrnaSelectronicséFraude #Manifestations #GrevedCaminhoes #Alladossantos #Foraxandão #Lula #Bolsonaro #copadomundo #haddad #Pauloges",0.0,"Podcast now I spoke Sunday, 18/12, at 8 pm José Viana Hélio Lima César Santana the Ministry of Lula will cause damage to Brazilians?Youtube.com/agorafalei",-0.4939
Leandro Alves,leandro__consultor_de_imoveis,,2022-12-18 13:20:56 EST,2022-12-18,13:20:56,Photo,0,0,0,0,False,https://www.instagram.com/p/CmUbMyzOyTP/,https://www.instagram.com/p/CmUbMyzOyTP/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/320505703_136187729245751_5239331808214912492_n.webp?stp=dst-jpg&_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=wjaYZgSH7DIAX_qIp0s&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfD_cVhWoaJpVX73SG8OEyodgCLx7EkRjShf_gOjaH3MSQ&oe=6496805A,,,,,,-392.0,Nan,0.0,Nan,0.0
Jose Vasconcelos Viana,josevasconcelosviana,,2022-12-18 13:06:03 EST,2022-12-18,13:06:03,Photo,288,282,6,0,False,https://www.instagram.com/p/CmUZfwvpvvb/,https://www.instagram.com/p/CmUZfwvpvvb/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/320647000_1104396613592766_6708018799806547827_n.webp?stp=dst-jpg&_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=qsmWZ0gk_GQAX_uW0zo&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDqCO89Yro34BdzOooolPxD5KcW0KG4GvPHoUrQX00Oog&oe=63BFD306,,"UMA ALEGRIA AO POVO ARGENTINO QUE PASSA FOME GRAÇAS AO DESGOVERNO DE FERNÁNDEZ. 
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes #argentina🇦🇷 #argentinaefranca2022","José Vasconcelos Viana @va... ·1min PARABÉNS AO POVO ARGENTINO, QUE AGORA TERÁ ALGUM MOTIVO PARA SORRIR APÓS A ESQUERDA DESTRUIR o PAÍS. #ArgentinaVsFrance #CopaDoMundoFIFA #OLadraoNaoVaiSubirARampa × 山",,,-1.07,"A joy to the Argentine people who are hungry thanks to the misleading of Fernández.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#AlexandreDeMoraes #moraes #Alexandre #UrnaSelectronicséFraude #Manifestations #GrevedCaminhoes #Alladassantos #Foraxandão #Lula #Bolsonaro #copadomundo #haddad #Pauloges #Argentina🇦🇷 #ArgentinaEfranca2022",0.6124,"José Vasconcelos Viana @va ... · 1min Congratulations to the Argentine people, who will now have some reason to smile after the left destroys the country.#Argentinavsfrance #copadomundofifa #oladroovaisubirarampa × 山",0.4215
